,Label,Abbreviation,Name,Chinese,Opening Year,Closing Year,Address,Postcode,Lat,Long
60,CR11,AMK,Ang Mo Kio,宏茂桥,2030.0,,2450 Ang Mo Kio Avenue 8,569811.0,1.37001666666666,103.849449999999
61,CR12,TGE,Teck Ghee,德义,2030.0,,,,1.36555555555555,103.843611111111
62,CR13,BRH,Bright Hill,光明山,2030.0,,100 Sin Ming Avenue,575737.0,1.3631844,103.8330215
63,CR1,CGA,Changi Airport,樟宜机场,2030.0,,70 Airport Boulevard,819661.0,1.35737222222222,103.988836111111
64,CR2,AVP,Aviation Park,航空园,2030.0,,,,1.37,104.003055555555
65,CR3,LYG,Loyang,罗央,2030.0,,,,1.37194444444444,103.971944444444
66,CR4,PRE,Pasir Ris East,巴西立东,2030.0,,,,1.36611111111111,103.961111111111
67,CR5,PSR,Pasir Ris,巴西立,2030.0,,10 Pasir Ris Central,519634.0,1.3710597,103.9487471
68,CR6,TPN,Tampines North,淡滨尼北,2030.0,,,,1.36916666666666,103.937777777777
69,CR7,DFU,Defu,德福,2030.0,,,,1.36222222222222,103.898888888888
70,CR8,HGN,Hougang,后港,2030.0,,80 Hougang Central,538758.0,1.37138888888888,103.892222222222
71,CR9,SRN,Serangoon North,实龙岗北,2030.0,,,,1.37055555555555,103.873611111111
72,DT,,Sungei Kadut,双溪加株,2035.0,,,,1.413204,103.7487115
73,DT1,BKP,Bukit Panjang,武吉班让,2015.0,,950 Upper Bukit Timah Road,678213.0,1.37833333333333,103.761666666666
74,DT10,STV,Stevens,史蒂芬,2015.0,,92 Stevens Road,257877.0,1.32,103.826111111111
75,DT11,NEW,Newton,纽顿,2015.0,,49 Scotts Road,228234.0,1.31305555555555,103.838333333333
76,DT12,LTI,Little India,小印度,2015.0,,60 Bukit Timah Road,229900.0,1.30666666666666,103.849166666666
77,DT13,RCR,Rochor,梧槽,2015.0,,11 Rochor Canal Road,188505.0,1.30376388888888,103.852580555555
78,DT14,BGS,Bugis,武吉士,2013.0,,320 Victoria Street,188045.0,1.30027777777777,103.856111111111
79,DT15,PMN,Promenade,宝门廊,2013.0,,2 Temasek Avenue,39193.0,1.29305555555555,103.861111111111
80,DT16,BFT,Bayfront,海湾舫,2013.0,,11 Bayfront Avenue,18957.0,1.28222222222222,103.859444444444
81,DT17,DTN,Downtown,市中心,2013.0,,15 Central Boulevard,18969.0,1.27944444444444,103.853055555555
