Name,Location,Unit,Search,Address,Postal Code,Latitude,Longitude,Link
New Hawa Restaurant,Tampines N2,,"New Hawa Restaurant, Coffee Shop, Cuisine, Chinese, Food, View Food, Recommend food, Seafood, Char Kway Teow, Fried Rice , Chicken Rice, Nasi Goreng Pattaya, Mee Goreng",Saffron Cafeteria Blk 201D Tampines Street 21    Singapore 524201,524201,1.3522,103.9538,https://www.halaltag.com/place/92
PrimaDeli,AMK Hub,#B1-47,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",53 Ang Mo Kio Avenue 3 #B1-47 Singapore 569807,569807,1.369638889,103.8485,https://www.halaltag.com/place/93
PrimaDeli,Ang Mo Kio Central,#01-2585,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 709 Ang Mo Kio Avenue 8  #01-2585 Singapore 560709,560709,1.3711,103.8477,https://www.halaltag.com/place/93
PrimaDeli,Aperia Mall,#01-29A,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",12 Kallang Avenue #01-29A Singapore 339511,339511,1.3097,103.8642,https://www.halaltag.com/place/93
PrimaDeli,Bedok (Others),#01-1378,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 57A New Upper Changi Rd  #01-1378 Singapore 462057,462057,1.3237,103.9413,https://www.halaltag.com/place/93
PrimaDeli,Bedok Central,#01-753,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 211 New Upper Changi Road   #01-753 Singapore 460211,460211,1.3255,103.932,https://www.halaltag.com/place/93
PrimaDeli,Bedok Mall,#B2-K6,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",311 New Upper Changi Road #B2-K6 Singapore 467360,467360,1.3248,103.9293,https://www.halaltag.com/place/93
PrimaDeli,Bedok North Street 3,#01-59,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 510 Bedok North St 3  #01-59 Singapore 460510,460510,1.3323,103.9307,https://www.halaltag.com/place/93
PrimaDeli,Bishan (Others),#01-54,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 279 Bishan St 24  #01-54 Singapore 570279,570279,1.3572,103.8438,https://www.halaltag.com/place/93
PrimaDeli,Bishan Central,#01-512,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 513 Bishan St 13 #01-512 Singapore 570513,570513,1.3494,103.8495,https://www.halaltag.com/place/93
PrimaDeli,Bukit Batok (Others),#01-76,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 272 Bukit Batok East Ave 4  #01-76 Singapore 650272,650272,1.3488,103.7579,https://www.halaltag.com/place/93
PrimaDeli,Bukit Panjang Plaza,#01-55,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",1 Jelebu Road #01-55 Singapore 677743,677743,1.3802,103.7642,https://www.halaltag.com/place/93
PrimaDeli,Causeway Point,#B1-26,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",1 Woodlands Square #B1-26 Singapore 738099,738099,1.436,103.786,https://www.halaltag.com/place/93
PrimaDeli,Century Square,#B1-24,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",2 Tampines Central 5 #B1-24 Singapore 529509,529509,1.3524,103.9438,https://www.halaltag.com/place/93
PrimaDeli,Changi Business Park,#01-25,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",1 Changi Business Park  #01-25  Singapore 486036,486036,1.3335,103.9626,https://www.halaltag.com/place/93
PrimaDeli,Chinatown Point,,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",None,0,1.2852,103.8449,https://www.halaltag.com/place/93
PrimaDeli,Clementi (Others),,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",None,0,0,0,https://www.halaltag.com/place/93
PrimaDeli,Clementi Central,#01-71,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",443 Clementi Ave 3 #01-71 Singapore 120443,120443,1.3142,103.764,https://www.halaltag.com/place/93
PrimaDeli,Compass One,#01-42,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",1 Sengkang Square #01-42 Singapore 545078,545078,1.392,103.8951,https://www.halaltag.com/place/93
PrimaDeli,Downtown East E!Avenue,#02,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",1 Pasir Ris Close #02 Singapore 519599,519599,1.3772,103.9552,https://www.halaltag.com/place/93
PrimaDeli,Downtown East E!hub,#02-109,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",1 Pasir Ris Close #02-109 Singapore 519599,519599,1.3772,103.9552,https://www.halaltag.com/place/93
PrimaDeli,Eastpoint Mall,#B1-K4,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",3 Simei Street 6 #B1-K4 Singapore 528833,528833,1.3427,103.953,https://www.halaltag.com/place/93
PrimaDeli,Elias Mall,#01-326,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 625 Pasir Ris Drive 3 #01-326 Singapore 510625,510625,1.3786,103.942,https://www.halaltag.com/place/93
PrimaDeli,Heartland Mall,#01-09,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",205 Hougang Street 21 #01-09  Singapore 530205,530205,1.3595,103.8852,https://www.halaltag.com/place/93
PrimaDeli,Hougang 1,#01-69,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",1 Hougang Street 91 #01-69 Singapore 538692,538692,1.3757,103.8795,https://www.halaltag.com/place/93
PrimaDeli,International Plaza,,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",None,0,0,0,https://www.halaltag.com/place/93
PrimaDeli,Jurong (Others),#01-336,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 964 Jurong West St 91  #01-336 Singapore 640964,640964,1.342,103.6927,https://www.halaltag.com/place/93
PrimaDeli,Jurong Point Shopping Mall,#B1-23,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",1 Jurong West Central 2 #B1-23 Singapore 648886,648886,1.3396,103.7067,https://www.halaltag.com/place/93
PrimaDeli,Lot One,#B1-13,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",21 Choa Chu Kang Avenue 4 #B1-13 Singapore 689812,689812,1.385,103.745,https://www.halaltag.com/place/93
PrimaDeli,Marine Parade (Others),#01-257,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake","Blk 56 Marine Terrace, #01-257 Singapore 440056",440056,1.3056,103.9154,https://www.halaltag.com/place/93
PrimaDeli,NEX Mall,#B1-44,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",23 Serangoon Central #B1-44 Singapore 556083,556083,1.3507,103.8719,https://www.halaltag.com/place/93
PrimaDeli,Northpoint City,#B1-40,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",930 Yishun Ave 2 #B1-40 (North Wing) Singapore 769098,769098,1.4296,103.836,https://www.halaltag.com/place/93
PrimaDeli,Novena Square 2,#01-20,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",10 Sinaran Drive #01-20  Singapore 307506,307506,1.3205,103.8441,https://www.halaltag.com/place/93
PrimaDeli,One@KentRidge,#01-16,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",1 Lower Kent Ridge Road #01-16 Singapore 119082,119082,1.2932,103.7844,https://www.halaltag.com/place/93
PrimaDeli,Poiz Centre,#01-19,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",51 Upper Serangoon Road   #01-19 Singapore 347697,347697,1.3315,103.8682,https://www.halaltag.com/place/93
PrimaDeli,Punggol Plaza,#01-18,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",168 Punggol Field  #01-18 Singapore 820169,820169,1.3937,103.9144,https://www.halaltag.com/place/93
PrimaDeli,Seletar Mall,#B2-21,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",33 Sengkang West Avenue #B2-21 Singapore 797653,797653,1.3914,103.8762,https://www.halaltag.com/place/93
PrimaDeli,Sembawang Shopping Centre,#B1-K5,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",604 Sembawang Road #B1-K5 Singapore 758459,758459,1.4418,103.8248,https://www.halaltag.com/place/93
PrimaDeli,Singapore Post Centre (Singpost),#B1-164,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",10 Eunos Road 8  #B1-164 Singapore 408600,408600,1.319,103.8948,https://www.halaltag.com/place/93
PrimaDeli,Taman Jurong Shopping Centre,#01-17,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 399 Yung Sheng Road #01-17 Singapore 610399,610399,1.3349,103.7204,https://www.halaltag.com/place/93
PrimaDeli,Tampines Mart,#01-15,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",5 Tampines Street 32 #01-15 Singapore 529284,529284,1.3544,103.96,https://www.halaltag.com/place/93
PrimaDeli,Tampines N2,#01-1089,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 201B Tampines St 21  #01-1089 Singapore 522201,522201,1.3534,103.953,https://www.halaltag.com/place/93
PrimaDeli,Tampines West,#01-03,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 866A Tampines St 83  #01-03 Singapore 521866,521866,1.3554,103.9344,https://www.halaltag.com/place/93
PrimaDeli,Toa Payoh (Others),#01-511,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",Blk 123 Toa Payoh Lor 1  #01-511 Singapore 310123,310123,1.3386,103.8457,https://www.halaltag.com/place/93
PrimaDeli,VivoCity,#B2-K1,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",1 Harbourfront Walk #B2-K1 Singapore 098585,98585,1.2642,103.8224,https://www.halaltag.com/place/93
PrimaDeli,White Sands Shopping Centre,#B1-K07,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",1 Pasir Ris Central Street 3 #B1-K07 Singapore 518457,518457,1.3724,103.9498,https://www.halaltag.com/place/93
PrimaDeli,Wisteria Mall,#B1-K10/K11,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",598 Yishun Ring Road #B1-K10/K11 Singapore 768698,768698,1.418,103.8413,https://www.halaltag.com/place/93
PrimaDeli,Woodlands (Others),#01-15,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake","Blk 678A Woodlands Ave 6, Admiralty Place  #01-15 Singapore 731678",731678,1.4404,103.8016,https://www.halaltag.com/place/93
PrimaDeli,Yew Tee Point,#B1-44,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake",21 Choa Chu Kang North 6 #B1-44 Singapore 689578,689578,1.3971,103.7466,https://www.halaltag.com/place/93
PrimaDeli,Yishun (Others),#01-3633,"PrimaDeli, Bakery/ Cake Shop, Delivery, Cuisine, Food, View Food, Recommend food, Donut, Waffles, Cake, Mooncake","Blk 846 Yishun Ring Road
 #01-3633  Singapore 760846",760846,1.4168,103.8346,https://www.halaltag.com/place/93
Fika Swedish Cafe and Bistro,Arab Street/ Kampong Glam,,"Fika Swedish Cafe and Bistro, Cafe, Cuisine, Western, Food, View Food, Recommend food",257 Beach Road  Singapore 199539,199539,1.3005,103.8599,https://www.halaltag.com/place/94
Asian Market Cafe,Fairmont Hotel Singapore,,"Asian Market Cafe, Buffet, Chope, Hotel, Restaurant, Cuisine, Chinese, Malay, Food, View Food, Recommend food",80 Bras Basah Road  Level 2 Singapore 189560,189560,1.294,103.8537,https://www.halaltag.com/place/95
Selera Rasa Nasi Lemak,Adam Road Food Centre,,"Selera Rasa Nasi Lemak, Stall, Cuisine, Malay, Food, View Food, Recommend food, Nasi Lemak",2 Adam Road Stall 2 Singapore 289876,289876,1.3241,103.8142,https://www.halaltag.com/place/96
Selera Rasa Nasi Lemak,Ang Mo Kio (Others),#01-2683,"Selera Rasa Nasi Lemak, Stall, Cuisine, Malay, Food, View Food, Recommend food, Nasi Lemak","Blk 603, Ang Mo Kio Avenue 5
 #01-2683 Singapore 560603",560603,1.3802,103.8358,https://www.halaltag.com/place/96
No. 1 Adam's Nasi Lemak,Adam Road Food Centre,,"No. 1 Adam's Nasi Lemak, , Cuisine, Malay, Food, View Food, Recommend food, Nasi Lemak",2 Adam Road Stall 1 Singapore 289876,289876,1.3241,103.8142,https://www.halaltag.com/place/97
Hakim Restaurant,Pasir Panjang (Others),,"Hakim Restaurant, Coffee Shop, Cuisine, Food, View Food, Recommend food",None,0,0,0,https://www.halaltag.com/place/100
Bombay Cafe,Tanjong Katong Road,,"Bombay Cafe, , Cuisine, Indian, Food, View Food, Recommend food",334 Tanjong Katong Road   Singapore 437107,437107,1.304,103.8964,https://www.halaltag.com/place/101
Bumbu,Arab Street/ Kampong Glam,,"Bumbu, Restaurant, Cuisine, Indonesian, Food, View Food, Recommend food, Seafood","44, Kandahar Street  Singapore 198897",198897,1.3018,103.8599,https://www.halaltag.com/place/102
Bumbu,Bukit Timah (Others),#02-101,"Bumbu, Restaurant, Cuisine, Indonesian, Food, View Food, Recommend food, Seafood","Blk 4 Queen's Road 
 #02-101 Singapore 260004",260004,1.3188,103.8081,https://www.halaltag.com/place/102
Bumbu,Telok Ayer Shop Houses,,"Bumbu, Restaurant, Cuisine, Indonesian, Food, View Food, Recommend food, Seafood",125 Telok Ayer Street  Singapore 068594,68594,1.2811,103.848,https://www.halaltag.com/place/102
Mr Teh Tarik Eating House,Ang Mo Kio (Others),#01-2771,"Mr Teh Tarik Eating House, Coffee Shop, Food Court, Cuisine, Indian, Malay, Western, Food, View Food, Recommend food, Briyani, Murtabak, Prata, Wanton Noodle, Soto Ayam, Tahu Goreng, Ayam Penyet, Briyani",Blk 608 Ang Mo Kio Ave 5 #01-2771 Singapore 560608,560608,1.3786,103.8368,https://www.halaltag.com/place/111
Mr Teh Tarik Eating House,Elias Mall,#01-332,"Mr Teh Tarik Eating House, Coffee Shop, Food Court, Cuisine, Indian, Malay, Western, Food, View Food, Recommend food, Briyani, Murtabak, Prata, Wanton Noodle, Soto Ayam, Tahu Goreng, Ayam Penyet, Briyani",Blk 625 Pasir Ris Drive 3  #01-332 Singapore 510625,510625,1.3786,103.942,https://www.halaltag.com/place/111
Mr Teh Tarik Eating House,Geylang Serai Market and Food Centre,,"Mr Teh Tarik Eating House, Coffee Shop, Food Court, Cuisine, Indian, Malay, Western, Food, View Food, Recommend food, Briyani, Murtabak, Prata, Wanton Noodle, Soto Ayam, Tahu Goreng, Ayam Penyet, Briyani",1 Geylang Serai Level 1 Singapore 402001,402001,1.3167,103.8981,https://www.halaltag.com/place/111
Mr Teh Tarik Eating House,Jurong (Others),#01-1750,"Mr Teh Tarik Eating House, Coffee Shop, Food Court, Cuisine, Indian, Malay, Western, Food, View Food, Recommend food, Briyani, Murtabak, Prata, Wanton Noodle, Soto Ayam, Tahu Goreng, Ayam Penyet, Briyani",Blk 456 Jurong West Street 41  #01-1750 Singapore 640456,640456,1.3507,103.72,https://www.halaltag.com/place/111
Mr Teh Tarik Eating House,Woodlands (Others),#01-01,"Mr Teh Tarik Eating House, Coffee Shop, Food Court, Cuisine, Indian, Malay, Western, Food, View Food, Recommend food, Briyani, Murtabak, Prata, Wanton Noodle, Soto Ayam, Tahu Goreng, Ayam Penyet, Briyani",Blk 306A Woodlands Street 31  #01-01 Singapore 731306,731306,1.4301,103.7751,https://www.halaltag.com/place/111
Mr Teh Tarik Eating House,Yishun (Others),#01-3603,"Mr Teh Tarik Eating House, Coffee Shop, Food Court, Cuisine, Indian, Malay, Western, Food, View Food, Recommend food, Briyani, Murtabak, Prata, Wanton Noodle, Soto Ayam, Tahu Goreng, Ayam Penyet, Briyani",Blk 846 Yishun Ring Road #01-3603 Singapore 760846,760846,1.4168,103.8346,https://www.halaltag.com/place/111
Pattaya Garden Restaurant,Geylang (Others),,"Pattaya Garden Restaurant, , Cuisine, Thai, Food, View Food, Recommend food",140 Changi Road  Singapore 419723,419723,1.3167,103.9017,https://www.halaltag.com/place/112
Pizza De France,Upper Serangoon Shopping Centre,#1-8,"Pizza De France, Caterer, Delivery, Fast Food, Cuisine, Food, View Food, Recommend food, Pizza",756 Upper Serangoon Rd #1-8 Singapore 534626,534626,1.3535,103.8788,https://www.halaltag.com/place/113
Rite Pizza,Bedok (Others),#01-524,"Rite Pizza, Delivery, Fast Food, Cuisine, Food, View Food, Recommend food, Pizza",Blk 551 Bedok North Ave 1  #01-524 Singapore 460551,460551,1.3323,103.927,https://www.halaltag.com/place/116
Rite Pizza,Choa Chu Kang (Others),,"Rite Pizza, Delivery, Fast Food, Cuisine, Food, View Food, Recommend food, Pizza",206 Choa Chu Kang Ave 1  Singapore 689472,689472,1.3766,103.7441,https://www.halaltag.com/place/116
Rite Pizza,Jurong (Others),#01-247,"Rite Pizza, Delivery, Fast Food, Cuisine, Food, View Food, Recommend food, Pizza",Blk 253 Jurong East Street 24 #01-247 Singapore 600253,600253,1.3432,103.7368,https://www.halaltag.com/place/116
Warung Lele Restaurant,Arab Street/ Kampong Glam,,"Warung Lele Restaurant, , Cuisine, Indonesian, Food, View Food, Recommend food",None,0,0,0,https://www.halaltag.com/place/119
West Co'z Cafe,Junction 10,#01-34/35,"West Co'z Cafe, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Zi Char, Chilli Crab, Char Kway Teow",1 Woodlands Road #01-34/35 Singapore 677899,677899,1.3804,103.7602,https://www.halaltag.com/place/121
West Co'z Cafe,West Coast Plaza,#02-23,"West Co'z Cafe, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Zi Char, Chilli Crab, Char Kway Teow",154 West Coast Road #02-23 Singapore 127371,127371,1.3037,103.7659,https://www.halaltag.com/place/121
Hjh Maimunah,Arab Street/ Kampong Glam,,"Hjh Maimunah, Michelin , Restaurant, Cuisine, Malay, Food, View Food,  , Recommend food, Nasi Padang, Tahu Telur, Lontong, Nasi Sambal Goreng",11 & 15 Jalan Pisang  Singapore 199078,199078,1.3031,103.8586,https://www.halaltag.com/place/123
Hjh Maimunah,City Square Mall,#04,"Hjh Maimunah, Michelin , Restaurant, Cuisine, Malay, Food, View Food,  , Recommend food, Nasi Padang, Tahu Telur, Lontong, Nasi Sambal Goreng",180 Kitchener Road #04 Singapore 208539,208539,1.3114,103.8566,https://www.halaltag.com/place/123
Hjh Maimunah,Hong Leong Building,#B1-45,"Hjh Maimunah, Michelin , Restaurant, Cuisine, Malay, Food, View Food,  , Recommend food, Nasi Padang, Tahu Telur, Lontong, Nasi Sambal Goreng",16 Raffles Quay #B1-45 Singapore 048581,48581,1.2814,103.8509,https://www.halaltag.com/place/123
Hjh Maimunah,Joo Chiat Shophouses,#01-02,"Hjh Maimunah, Michelin , Restaurant, Cuisine, Malay, Food, View Food,  , Recommend food, Nasi Padang, Tahu Telur, Lontong, Nasi Sambal Goreng",20 Joo Chiat Road  #01-02  Singapore 427357,427357,1.3155,103.8979,https://www.halaltag.com/place/123
Hjh Maimunah,Tampines Mall,#04,"Hjh Maimunah, Michelin , Restaurant, Cuisine, Malay, Food, View Food,  , Recommend food, Nasi Padang, Tahu Telur, Lontong, Nasi Sambal Goreng",4 Tampines Central 5 #04 Singapore 529510,529510,1.3526,103.9445,https://www.halaltag.com/place/123
Zam Zam Restaurant,Arab Street/ Kampong Glam,,"Zam Zam Restaurant, Coffee Shop, Cuisine, Food, View Food, Recommend food, Briyani, Murtabak",697 North Bridge Road  Singapore 198675,198675,1.3022,103.8584,https://www.halaltag.com/place/124
Thohirah,Bedok Reservoir,,"Thohirah, Coffee Shop, Cuisine, Indian, Food, View Food, Recommend food, Mee Goreng (Indian), Prata, Thosai",Blk 632 Bedok Reservoir Rd  Singapore 470632,470632,1.3321,103.9141,https://www.halaltag.com/place/125
Thohirah,Jalan Kayu,,"Thohirah, Coffee Shop, Cuisine, Indian, Food, View Food, Recommend food, Mee Goreng (Indian), Prata, Thosai",258 Jalan Kayu  Singapore 799487,799487,1.3982,103.8733,https://www.halaltag.com/place/125
[closed] Del'Rasaa Bistro,Lavender (Others),,"[closed] Del'Rasaa Bistro, , Cuisine, Food, View Food, Recommend food",243 Lavender Street  Singapore 338785,338785,1.315,103.8592,https://www.halaltag.com/place/128
Peppermint (previously known as Aquamarine),Parkroyal Collection Marina Bay,,"Peppermint (previously known as Aquamarine), Buffet, Hotel, Restaurant, Cuisine, Food, View Food, Recommend food, Seafood",6 Raffles Boulevard Level 4 Singapore 039594,39594,1.2913,103.8575,https://www.halaltag.com/place/130
Megapicks,Courts Megastore,,"Megapicks, Cafe, Cuisine, Food, View Food, Recommend food, Pizza",50 Tampines North Drive 2 Level 2 Singapore 528766,528766,1.3736,103.9339,https://www.halaltag.com/place/131
Bread Junction,Buangkok Square,#01-20,"Bread Junction, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food",Blk 991 Buangkok Link #01-20 Singapore 530991,530991,1.3843,103.8816,https://www.halaltag.com/place/132
Bread Junction,Fernvale Point,#01-15,"Bread Junction, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food",21 Sengkang West Avenue  #01-15  Singapore 707650,707650,0,0,https://www.halaltag.com/place/132
Bread Junction,Punggol (Others),#01-03,"Bread Junction, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food",639 Punggol Drive #01-03 Singapore 820639,820639,1.3995,103.9161,https://www.halaltag.com/place/132
Bread Junction,Tampines N2,#01-1123,"Bread Junction, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food",Blk 201D Tampines Street 21 #01-1123 Singapore 524201,524201,1.3522,103.9538,https://www.halaltag.com/place/132
Bread Junction,Yishun (Others),,"Bread Junction, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food",Blk 348 Yishun Ave 11  Singapore 760348,760348,1.4266,103.8429,https://www.halaltag.com/place/132
Swee Heng 1989 Classic,Clementi Mall,#B1-K1/K2,"Swee Heng 1989 Classic, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food, Chicken Noodle, Cake",3155 Commonwealth Avenue West #B1-K1/K2 Singapore 129588,129588,1.3152,103.7645,https://www.halaltag.com/place/133
Swee Heng 1989 Classic,Jurong Point Shopping Mall,#03-31,"Swee Heng 1989 Classic, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food, Chicken Noodle, Cake",1 Jurong West Central 2 #03-31  Singapore 648886,648886,1.3396,103.7067,https://www.halaltag.com/place/133
Swee Heng 1989 Classic,Marina One The Heart,#B2-46,"Swee Heng 1989 Classic, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food, Chicken Noodle, Cake",5 Straits View  #B2-46 Singapore 018936,18936,1.2779,103.8529,https://www.halaltag.com/place/133
Swee Heng 1989 Classic,Ng Teng Fong General Hospital  (NTFGH),#02-13,"Swee Heng 1989 Classic, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food, Chicken Noodle, Cake",1 Jurong East Street 21 #02-13 (Tower A) Singapore 609606,609606,1.334,103.7452,https://www.halaltag.com/place/133
Swee Heng 1989 Classic,Northpoint City,#B2-114,"Swee Heng 1989 Classic, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food, Chicken Noodle, Cake",930 Yishun Ave 2 #B2-114 (South Wing) Singapore 769098,769098,1.4296,103.836,https://www.halaltag.com/place/133
Swee Heng 1989 Classic,Oasis Terraces,#B1-04,"Swee Heng 1989 Classic, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food, Chicken Noodle, Cake",Blk 681 Punggol Drive #B1-04 Singapore 820681,820681,1.4028,103.9132,https://www.halaltag.com/place/133
Swee Heng 1989 Classic,Oasis Terraces,#B1-04,"Swee Heng 1989 Classic, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food, Chicken Noodle, Cake",Blk 681 Punggol Drive #B1-04 Singapore 820681,820681,1.4028,103.9132,https://www.halaltag.com/place/133
Swee Heng 1989 Classic,Our Tampines Hub (OTH),#B1-40/41,"Swee Heng 1989 Classic, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food, Chicken Noodle, Cake",1 Tampines Walk #B1-40/41 Singapore 528523,528523,1.3532,103.9403,https://www.halaltag.com/place/133
Swee Heng 1989 Classic,Poiz Centre,#01-17,"Swee Heng 1989 Classic, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food, Chicken Noodle, Cake",51 Upper Serangoon Road   #01-17 Singapore 347697,347697,1.3315,103.8682,https://www.halaltag.com/place/133
Swee Heng 1989 Classic,Rivervale Mall,#01-15,"Swee Heng 1989 Classic, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food, Chicken Noodle, Cake",11 Rivervale Crescent #01-15 Singapore 545082,545082,1.3923,103.9045,https://www.halaltag.com/place/133
