Name,Location,Unit,Search,Address,Postal Code,Latitude,Longitude,Link
Koh Nangkam Southern Thai Restaurant,Arab Street/ Kampong Glam,,"Koh Nangkam Southern Thai Restaurant, Cafe, Chope, Cuisine, Thai, Food, View Food, Recommend food",6 Jln Kledek  Singapore 199257,199257,1.3033,103.8589,https://www.halaltag.com/place/417
Penyet King,Causeway Point,#07-03,"Penyet King, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet",1 Woodlands Square #07-03 Singapore 738099,738099,1.436,103.786,https://www.halaltag.com/place/418
Penyet King,Changi City Point,#02-01,"Penyet King, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet",5 Changi Business Park Central 1 #02-01 Stall 8 Singapore 486038,486038,1.3341,103.9629,https://www.halaltag.com/place/418
Penyet King,Clifford Centre,#B1-01,"Penyet King, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet",24 Raffles Place #B1-01 Singapore 048621,48621,1.2839,103.8521,https://www.halaltag.com/place/418
Penyet King,Compass One,#04-11,"Penyet King, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet",1 Sengkang Square #04-11 Singapore 545078,545078,1.392,103.8951,https://www.halaltag.com/place/418
Penyet King,HDB Hub,#02-270,"Penyet King, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet",480 Toa Payoh Lorong 6 #02-270  Singapore 310480,310480,1.332,103.8485,https://www.halaltag.com/place/418
Penyet King,Hillion Mall,#02-15,"Penyet King, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet",17 Petir Road #02-15 Singapore 678278,678278,1.3784,103.7631,https://www.halaltag.com/place/418
Penyet King,Marina Bay Financial Centre Tower 3,#02-01,"Penyet King, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet",8 Marina Boulevard  #02-01 Singapore 018982,18982,1.2791,103.8544,https://www.halaltag.com/place/418
Penyet King,Northpoint City,#02-101,"Penyet King, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet",930 Yishun Ave 2 #02-101 Singapore 769098,769098,1.4296,103.836,https://www.halaltag.com/place/418
Penyet King,Paya Lebar Square,#B1-51,"Penyet King, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet",60 Paya Lebar Road #B1-51 Singapore 409051,409051,1.3188,103.8926,https://www.halaltag.com/place/418
Penyet King,Raffles City,,"Penyet King, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet","252 North Bridge Road Lvl 3, KopiTiam Singapore 179103",179103,1.294,103.8532,https://www.halaltag.com/place/418
Penyet King,VivoCity,#B2-39,"Penyet King, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet",1 Harbourfront Walk #B2-39 Singapore 098585,98585,1.2642,103.8224,https://www.halaltag.com/place/418
Gelare,Bugis +,#05-10,"Gelare, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pasta, Lasagne, Sandwiches, Waffles, Ice Cream, Mac and Cheese",201 Victoria Street #05-10 Singapore 188067,188067,1.2996,103.8544,https://www.halaltag.com/place/422
Gelare,Causeway Point,,"Gelare, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pasta, Lasagne, Sandwiches, Waffles, Ice Cream, Mac and Cheese",1 Woodlands Square Level 3  K-06/07/08 Singapore 738099,738099,1.436,103.786,https://www.halaltag.com/place/422
Gelare,Compass One,#01-46,"Gelare, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pasta, Lasagne, Sandwiches, Waffles, Ice Cream, Mac and Cheese",1 Sengkang Square #01-46 Singapore 545078,545078,1.392,103.8951,https://www.halaltag.com/place/422
Gelare,Hillion Mall,#B1-31/32,"Gelare, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pasta, Lasagne, Sandwiches, Waffles, Ice Cream, Mac and Cheese",17 Petir Road #B1-31/32 Singapore 678278,678278,1.3784,103.7631,https://www.halaltag.com/place/422
Gelare,Northpoint City,#02-114,"Gelare, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pasta, Lasagne, Sandwiches, Waffles, Ice Cream, Mac and Cheese",930 Yishun Ave 2 #02-114 (South Wing) Singapore 769098,769098,1.4296,103.836,https://www.halaltag.com/place/422
Gelare,Paya Lebar Square,#01,"Gelare, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pasta, Lasagne, Sandwiches, Waffles, Ice Cream, Mac and Cheese",60 Paya Lebar Road #01 Singapore 409051,409051,1.3188,103.8926,https://www.halaltag.com/place/422
Gelare,SAFRA Jurong,,"Gelare, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pasta, Lasagne, Sandwiches, Waffles, Ice Cream, Mac and Cheese",333 Boon Lay Level 1 (inside Kidz Amaze) Singapore 649848,649848,1.335,103.7063,https://www.halaltag.com/place/422
Gelare,Tampines 1,#04-K2/K3,"Gelare, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pasta, Lasagne, Sandwiches, Waffles, Ice Cream, Mac and Cheese",10 Tampines Central 1 #04-K2/K3 Singapore 529536,529536,1.3543,103.9451,https://www.halaltag.com/place/422
Gelare,The Star Vista,#02-27,"Gelare, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pasta, Lasagne, Sandwiches, Waffles, Ice Cream, Mac and Cheese",1 Vista Exchange Green #02-27 Singapore 138617,138617,1.3069,103.7884,https://www.halaltag.com/place/422
Gelare,Yishun 10 Complex,#01-06/K2,"Gelare, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pasta, Lasagne, Sandwiches, Waffles, Ice Cream, Mac and Cheese",51 Yishun Central 1  #01-06/K2 Singapore 768794,768794,1.4299,103.8364,https://www.halaltag.com/place/422
The Landmark,Golden Landmark,#05-01,"The Landmark, Buffet, Chope, Hotel, Restaurant, Cuisine, Food, View Food, Recommend food",390 Victoria Street  #05-01 Singapore 188061,188061,1.3019,103.8578,https://www.halaltag.com/place/423
Al-Tasneem,Arab Street/ Kampong Glam,,"Al-Tasneem, Coffee Shop, Cuisine, Indian, Food, View Food, Recommend food, Briyani, Mee Goreng (Indian), Prata, Tulang, Nasi Mandi, Murtabak",709 North Bridge Rd  Singapore 198681,198681,1.3025,103.8586,https://www.halaltag.com/place/427
Torigo,Hillion Mall,#B1-37,"Torigo, Fast Food, Cuisine, Chinese, Food, View Food, Recommend food, Fried Chicken, Pasta, Chicken Chop",17 Petir Road #B1-37 Singapore 678278,678278,1.3784,103.7631,https://www.halaltag.com/place/429
Torigo,NEX Mall,#B2-60/61,"Torigo, Fast Food, Cuisine, Chinese, Food, View Food, Recommend food, Fried Chicken, Pasta, Chicken Chop",23 Serangoon Central #B2-60/61 Singapore 556083,556083,1.3507,103.8719,https://www.halaltag.com/place/429
Vis Fiesta Restaurant,Serangoon (Others),,"Vis Fiesta Restaurant, , Cuisine, Food, View Food, Recommend food",482 Serangoon Road  Singapore 218149,218149,1.3137,103.8572,https://www.halaltag.com/place/431
Goh Chew Kee BBQ Seafood,Newton Food Centre,#01-19,"Goh Chew Kee BBQ Seafood, Stall, Cuisine, Food, View Food, Recommend food",500 Clemenceau Ave North #01-19 Singapore 229495,229495,1.312,103.8396,https://www.halaltag.com/place/438
Golden Wings Restaurant,Bedok (Others),#01-107,"Golden Wings Restaurant, , Cuisine, Food, View Food, Recommend food",Blk 89 Bedok North Street 4 #01-107 Singapore 460089,460089,1.3327,103.9382,https://www.halaltag.com/place/439
Hai Kee Seafood,Newton Food Centre,#01-78,"Hai Kee Seafood, Stall, Cuisine, Food, View Food, Recommend food, Seafood, BBQ Prawn",500 Clemenceau Ave North #01-78 Singapore 229495,229495,1.312,103.8396,https://www.halaltag.com/place/440
Jian Fa Seafood BBQ,Newton Food Centre,#01-43,"Jian Fa Seafood BBQ , Stall, Cuisine, Food, View Food, Recommend food",500 Clemenceau Ave North #01-43  Singapore 229495,229495,1.312,103.8396,https://www.halaltag.com/place/441
Jian Fa Seafood BBQ,Our Tampines Hub Hawker Centre,#01-57,"Jian Fa Seafood BBQ , Stall, Cuisine, Food, View Food, Recommend food",495 Tampines Ave 5 #01-57 Singapore 529649,529649,1.3531,103.9405,https://www.halaltag.com/place/441
Lucky Newton Seafood,Newton Food Centre,,"Lucky Newton Seafood, Stall, Cuisine, Food, View Food, Recommend food, Seafood, BBQ Prawn, Sambal Stingray",500 Clemenceau Ave North Stall 82 Singapore 229495,229495,1.312,103.8396,https://www.halaltag.com/place/442
Srisun Prata,Bedok (Others),#01-471,"Srisun Prata, , Cuisine, Indian, Food, View Food, Recommend food",Blk 168 Bedok South Ave 3 #01-471 Singapore 460168,460168,1.32,103.9446,https://www.halaltag.com/place/445
Srisun Prata,Bedok (Others),#01-142,"Srisun Prata, , Cuisine, Indian, Food, View Food, Recommend food",Blk 123 Bedok North Street 2 #01-142 Singapore 460123,460123,1.3292,103.9373,https://www.halaltag.com/place/445
Srisun Prata,Boon Lay Shopping Centre,#01-100,"Srisun Prata, , Cuisine, Indian, Food, View Food, Recommend food",221 Boon Lay Place #01-100 Singapore 640221,640221,1.3464,103.7125,https://www.halaltag.com/place/445
Srisun Prata,Bukit Batok (Others),#01-02,"Srisun Prata, , Cuisine, Indian, Food, View Food, Recommend food",Blk 132 Bukit Batok West Ave 6 #01-02 Singapore 650132,650132,1.3505,103.7457,https://www.halaltag.com/place/445
Srisun Prata,Chong Pang (Yishun),#01-95,"Srisun Prata, , Cuisine, Indian, Food, View Food, Recommend food",Blk 101 Yishun Ave 5 #01-95 Singapore 760101,760101,1.4305,103.8277,https://www.halaltag.com/place/445
Srisun Prata,Jurong (Others),#01-340,"Srisun Prata, , Cuisine, Indian, Food, View Food, Recommend food",Blk 964 Jurong West Street 91 #01-340 Singapore 640964,640964,1.342,103.6927,https://www.halaltag.com/place/445
Srisun Prata,Sengkang (Others),#01-01,"Srisun Prata, , Cuisine, Indian, Food, View Food, Recommend food",Blk 182 Rivervale Crescent #01-01 Singapore 540182,540182,1.3905,103.9092,https://www.halaltag.com/place/445
Srisun Prata,Tampines Central,#01-351,"Srisun Prata, , Cuisine, Indian, Food, View Food, Recommend food",Blk 505 Tampines Central 1 #01-351 Singapore 520505,520505,1.3555,103.9456,https://www.halaltag.com/place/445
Srisun Prata,Yishun (Others),#01-319,"Srisun Prata, , Cuisine, Indian, Food, View Food, Recommend food",Blk 605 Yishun St 61 #01-319 Singapore 760605,760605,1.4217,103.8363,https://www.halaltag.com/place/445
Srisun Prata,Yishun (Others),#01-385,"Srisun Prata, , Cuisine, Indian, Food, View Food, Recommend food",Blk 418 Yishun Ave 11 #01-385 Singapore 760418,760418,1.4249,103.8472,https://www.halaltag.com/place/445
Tenderbest,888 Plaza,#01-733,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",888 Woodlands Drive 50 #01-733  Singapore 730888,730888,1.4374,103.7952,https://www.halaltag.com/place/446
Tenderbest,Ang Mo Kio (Others),,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 608 Ang Mo Kio Ave 5   Singapore 560608,560608,1.3786,103.8368,https://www.halaltag.com/place/446
Tenderbest,Bishan Central,,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 514A Bishan Bus Interchange   Singapore 571514,571514,1.3508,103.8506,https://www.halaltag.com/place/446
Tenderbest,Bukit Batok (Others),#01-01,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 292 Bukit Batok East Ave 6 #01-01 Singapore 653292,653292,1.345,103.7536,https://www.halaltag.com/place/446
Tenderbest,Bukit Batok Central,#01-40,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 640 Bukit Batok Central #01-40 Singapore 650640,650640,1.3493,103.7517,https://www.halaltag.com/place/446
Tenderbest,Canberra (Others),#01-01,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings","Blk 126 Canberra Drive
 #01-01 Singapore 752106",752106,1.448,103.8332,https://www.halaltag.com/place/446
Tenderbest,Choa Chu Kang (Others),#01-01,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 803 Keat Hong Close #01-01 Singapore 680803,680803,1.3742,103.7428,https://www.halaltag.com/place/446
Tenderbest,Eunos,#01-2431,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings","2A Eunos Crescent 
 #01-2431 Singapore 401002",401002,1.3202,103.9032,https://www.halaltag.com/place/446
Tenderbest,Hougang (Others),,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 246 Hougang St 22  Singapore 530246,530246,1.3588,103.8915,https://www.halaltag.com/place/446
Tenderbest,Jurong (Others),#01-251,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 501 Jurong West St 51 #01-251 Singapore 640501,640501,1.3502,103.7191,https://www.halaltag.com/place/446
Tenderbest,Jurong (Others),#01-150,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 959 Jurong West Street 92 #01-150 Singapore 640959,640959,1.3415,103.6907,https://www.halaltag.com/place/446
Tenderbest,Kedai Kopi (Clementi),,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",380 Clementi Ave 5  Singapore 120380,120380,1.3183,103.7676,https://www.halaltag.com/place/446
Tenderbest,Kedai Kopi (Geylang),,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",12 Haig Road  Singapore 430012,430012,1.3156,103.8961,https://www.halaltag.com/place/446
Tenderbest,Limbang Shopping Centre,#02-03,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 533 Choa Chu Kang Street 51 #02-03 Singapore 680533,680533,1.3921,103.7431,https://www.halaltag.com/place/446
Tenderbest,Loyang (Others),,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",4A Loyang Lane  Singapore 508923,508923,1.3716,103.9703,https://www.halaltag.com/place/446
Tenderbest,Pioneer Mall,#01-22,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",638 Jurong West Street 61 #01-22  Singapore 640638,640638,1.3417,103.6972,https://www.halaltag.com/place/446
Tenderbest,Potong Pasir (Others),#01-05,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 106A Bidadari Park Drive #01-05 Singapore 341106,341106,1.3341,103.8713,https://www.halaltag.com/place/446
Tenderbest,Taman Jurong Food Centre,,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",101 Yung Sheng Road   Singapore 618497,618497,1.3344,103.722,https://www.halaltag.com/place/446
Tenderbest,Tampines West,,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 824 Tampines Street 81  01-38 Singapore 520824,520824,1.349,103.9327,https://www.halaltag.com/place/446
Tenderbest,Tampines West,,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings","Blk 826 Tampines Street 81 
 01-86  Singapore 520826",520826,1.3493,103.9337,https://www.halaltag.com/place/446
Tenderbest,Teck Whye (Others),#01-245,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 143 Teck Whye Lane  #01-245 Singapore 680143,680143,1.3805,103.7531,https://www.halaltag.com/place/446
Tenderbest,Trade Hub 21,,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",8 Boon Lay Way  Singapore 609964,609964,1.3275,103.7535,https://www.halaltag.com/place/446
Tenderbest,Woodlands (Others),,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings","167 Woodlands Street 11 
  Singapore 730167",730167,1.4336,103.7759,https://www.halaltag.com/place/446
Tenderbest,Woodlands Mart,#01-30,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 768 Woodlands Ave 6 #01-30 Singapore 730768,730768,1.4457,103.7982,https://www.halaltag.com/place/446
Tenderbest,Yishun (Others),,"Tenderbest, Stall, Cuisine, Western, Food, View Food, Recommend food, Fried Chicken, Chicken Wings",Blk 507 Yishun Ave 4  Singapore 760507,760507,1.4152,103.8398,https://www.halaltag.com/place/446
Orchard Thai,Singapore Eye Centre,#01-01A,"Orchard Thai, , Cuisine, Food, View Food, Recommend food",1 Hospital Drive #01-01A Singapore 169608,169608,1.2799,103.8352,https://www.halaltag.com/place/447
Tenderfresh Classic,Cheong Chin Nam,,"Tenderfresh Classic, Cafe, Cuisine, Western, Food, View Food, Recommend food, Spaghetti, Pasta, Chicken Chop, Fried Chicken",9 Cheong Chin Nam Road  Singapore 599734,599734,1.3428,103.7752,https://www.halaltag.com/place/449
Tenderfresh Classic,Northpoint City,#B1-53,"Tenderfresh Classic, Cafe, Cuisine, Western, Food, View Food, Recommend food, Spaghetti, Pasta, Chicken Chop, Fried Chicken",930 Yishun Ave 2 #B1-53 (North Wing) Singapore 769098,769098,1.4296,103.836,https://www.halaltag.com/place/449
Tenderfresh Classic,Our Tampines Hub (OTH),#01-102,"Tenderfresh Classic, Cafe, Cuisine, Western, Food, View Food, Recommend food, Spaghetti, Pasta, Chicken Chop, Fried Chicken",1 Tampines Walk #01-102 Singapore 528523,528523,1.3532,103.9403,https://www.halaltag.com/place/449
Tenderfresh Xpress,Causeway Point,#B1-K14,"Tenderfresh Xpress, , Cuisine, Food, View Food, Recommend food",1 Woodlands Square #B1-K14 Singapore 738099,738099,1.436,103.786,https://www.halaltag.com/place/450
Tenderfresh Xpress,Rivervale Plaza,#01-K18,"Tenderfresh Xpress, , Cuisine, Food, View Food, Recommend food",118 Rivervale Drive  #01-K18 Singapore 540118,540118,1.3854,103.9019,https://www.halaltag.com/place/450
Tenderfresh Xpress,Tampines Bus Interchange,#01-01,"Tenderfresh Xpress, , Cuisine, Food, View Food, Recommend food",512 Tampines Central 1 #01-01 Singapore 520512,520512,1.3542,103.9435,https://www.halaltag.com/place/450
Tenderfresh Xpress,Yew Tee Point,#B1-37,"Tenderfresh Xpress, , Cuisine, Food, View Food, Recommend food",21 Choa Chu Kang North 6 #B1-37 Singapore 689578,689578,1.3971,103.7466,https://www.halaltag.com/place/450
Ah Meng Bistro,Singapore Zoo,,"Ah Meng Bistro, , Cuisine, Food, View Food, Recommend food",80 Mandai Lake Road  (Forest Lodge) Singapore 729826,729826,1.404,103.7907,https://www.halaltag.com/place/451
Modern Grill Seafood,Newton Food Centre,,"Modern Grill Seafood, , Cuisine, Food, View Food, Recommend food",500 Clemenceau Ave North  Singapore 229495,229495,1.312,103.8396,https://www.halaltag.com/place/452
1983 A Taste of Nanyang,ITE College Central,,"1983 A Taste of Nanyang, Cafe, Cuisine, Chinese, Malay, Food, View Food, Recommend food, Laksa, Nasi Lemak, Fishball Noodle, Macaroni, Mee Siam, Mee Rebus","2 Ang Mo Kio Drive
  Singapore 567720",567720,1.3777,103.8564,https://www.halaltag.com/place/453
1983 A Taste of Nanyang,Republic Polytechnic (RP),,"1983 A Taste of Nanyang, Cafe, Cuisine, Chinese, Malay, Food, View Food, Recommend food, Laksa, Nasi Lemak, Fishball Noodle, Macaroni, Mee Siam, Mee Rebus",9 Woodlands Ave 9 E1 Food Court A Singapore 738984,738984,0,0,https://www.halaltag.com/place/453
Zoul's Corner,Ayer Rajah Food Centre,#01-22,"Zoul's Corner, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet, Fried Rice",503 West Coast Drive #01-22 Singapore 120503,120503,1.3118,103.7598,https://www.halaltag.com/place/458
Zoul's Corner,Tampines West,,"Zoul's Corner, Stall, Cuisine, Indonesian, Food, View Food, Recommend food, Ayam Penyet, Fried Rice",Blk 801 Tampines Ave 4  Singapore 520801,520801,1.3472,103.938,https://www.halaltag.com/place/458
MR Bakery,Holland Drive,#02-30,"MR Bakery, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food",Blk 44 Holland Drive #02-30 Singapore 270044,270044,1.3081,103.7928,https://www.halaltag.com/place/459
MR Bakery,Sengkang (Others),#01-03,"MR Bakery, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food",Blk 182a Rivervale Crescent #01-03 Singapore 541182,541182,1.3905,103.9089,https://www.halaltag.com/place/459
MR Bakery,Tiong Bahru (Others),#01-91,"MR Bakery, Bakery/ Cake Shop, Cuisine, Food, View Food, Recommend food",38A Beo Crescent #01-91 Singapore 169982,169982,1.2888,103.8274,https://www.halaltag.com/place/459
Pizza Arc,NEWest,#01-01,"Pizza Arc, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pizza",1 West Coast Drive #01-01 Singapore 128020,128020,1.3164,103.7575,https://www.halaltag.com/place/460
Pizza Arc,Yishun (Others),,"Pizza Arc, Cafe, Cuisine, Western, Food, View Food, Recommend food, Pizza","236 Yishun Ring Road 
  Singapore 760236",760236,1.4341,103.8389,https://www.halaltag.com/place/460
Mirana Snack,Chevron House,#B1-01,"Mirana Snack, , Cuisine, Food, View Food, Recommend food",30 Raffles Place #B1-01 Singapore 048622,48622,1.2842,103.852,https://www.halaltag.com/place/470
Encik Tan,313@Somerset,#B3-39/40,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",313 Orchard Road #B3-39/40  Singapore 238895,238895,1.3011,103.8382,https://www.halaltag.com/place/471
Encik Tan,Bedok Mall,#B1-41/42,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",311 New Upper Changi Road #B1-41/42 Singapore 467360,467360,1.3248,103.9293,https://www.halaltag.com/place/471
Encik Tan,Bukit Panjang Plaza,#01-58/59,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",1 Jelebu Road #01-58/59 Singapore 677743,677743,1.3802,103.7642,https://www.halaltag.com/place/471
Encik Tan,Compass One,#02-29,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",1 Sengkang Square #02-29 Singapore 545078,545078,1.392,103.8951,https://www.halaltag.com/place/471
Encik Tan,Downtown East E!Avenue,#01,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",1 Pasir Ris Close #01 Singapore 519599,519599,1.3772,103.9552,https://www.halaltag.com/place/471
Encik Tan,Eastpoint Mall,#B1-12,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",3 Simei Street 6 #B1-12 Singapore 528833,528833,1.3427,103.953,https://www.halaltag.com/place/471
Encik Tan,JCube,#B1-K05,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",2 Jurong East Central 1 #B1-K05 Singapore 609731,609731,1.3333,103.7402,https://www.halaltag.com/place/471
Encik Tan,Junction 10,#01-31A,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",1 Woodlands Road #01-31A Singapore 677899,677899,1.3804,103.7602,https://www.halaltag.com/place/471
Encik Tan,Kallang Wave Mall,#01-32,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",1 Stadium Place  #01-32 Singapore 397628,397628,1.3031,103.8731,https://www.halaltag.com/place/471
Encik Tan,Marina Square,,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",6 Raffles Bvld  Singapore 039594,39594,1.2913,103.8575,https://www.halaltag.com/place/471
Encik Tan,Northpoint City,#01-07,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",930 Yishun Ave 2 #01-07 (North Wing) Singapore 769098,769098,1.4296,103.836,https://www.halaltag.com/place/471
Encik Tan,Oasis Terraces,#01-39,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",Blk 681 Punggol Drive #01-39 Singapore 820681,820681,1.4028,103.9132,https://www.halaltag.com/place/471
Encik Tan,Our Tampines Hub (OTH),#01-12,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",1 Tampines Walk #01-12 Singapore 528523,528523,1.3532,103.9403,https://www.halaltag.com/place/471
Encik Tan,Singapore Post Centre (Singpost),#B1-156/159,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",10 Eunos Road 8  #B1-156/159 Singapore 408600,408600,1.319,103.8948,https://www.halaltag.com/place/471
Encik Tan,Suntec City,#B1-149,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",3 Temasek Boulevard #B1-149 (North Wing) Singapore 038983,38983,1.2951,103.8585,https://www.halaltag.com/place/471
Encik Tan,The Star Vista,#01-20/21,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",1 Vista Exchange Green #01-20/21  Singapore 138617,138617,1.3069,103.7884,https://www.halaltag.com/place/471
Encik Tan,VivoCity,#B2-37,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",1 Harbourfront Walk #B2-37 Singapore 098585,98585,1.2642,103.8224,https://www.halaltag.com/place/471
Encik Tan,Waterway Point,#B2-03,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",83 Punggol Central #B2-03 Singapore 828761,828761,1.4065,103.9021,https://www.halaltag.com/place/471
Encik Tan,West Mall,#01-01/36,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",1 Bukit Batok Central Link #01-01/36 Singapore 658713,658713,1.3501,103.7492,https://www.halaltag.com/place/471
Encik Tan,Yew Tee Point,#B1-28,"Encik Tan, Cafe, Cuisine, Chinese, Food, View Food, Recommend food, Wanton Noodle, Fishball Noodle, Carrot Cake, Laksa",21 Choa Chu Kang North 6 #B1-28 Singapore 689578,689578,1.3971,103.7466,https://www.halaltag.com/place/471
Oleh Oleh Bandung,East Coast Lagoon Food Village,,"Oleh Oleh Bandung, Stall, Cuisine, Food, View Food, Recommend food, Mee Rebus, Satay",1220 East Coast Parkway Stall 50 Singapore 468960,468960,1.3071,103.935,https://www.halaltag.com/place/473
